id,Cause,Objects,Occupation,Activities
200555399,Struck By Moving Objects,no_object,coworker,working inside the freestanding
201072113,Falls,no_object,carpenter,spanning beam aloft
201072113,Falls,no_object,carpenter,keeping the 18 foot
201072113,Falls,no_object,carpenter,working on an outdoor
200881357,Falls,no_object,no_occupation,supporting the gable end
200881357,Falls,no_object,no_occupation,working the gable projection
200881357,Falls,no_object,no_occupation,installing a decorative piece
200052546,Falls,column,supervisor,laying the first floor
201799491,Falls,basement,no_occupation,cutting the end shoulder
201799491,Falls,basement,no_occupation,demolishing a two story
201799491,Falls,basement,no_occupation,working for three d
200602860,Struck By Moving Objects,house,laborer,renovating it
200602860,Struck By Moving Objects,house,laborer,digging a full basement
200602860,Struck By Moving Objects,house,laborer,removing temporary railroad tie
200602860,Struck By Moving Objects,house,laborer,jacking up the house
201408507,Struck By Moving Objects,no_object,no_occupation,merging expressway traffic take
201408507,Struck By Moving Objects,no_object,no_occupation,working on the freeway
201408507,Struck By Moving Objects,no_object,no_occupation,evaluating the traffic flow
201408507,Struck By Moving Objects,no_object,no_occupation,merging onto the main
201044427,Struck By Moving Objects,grading-equipment,loader,traveling in reverse farther
201044427,Struck By Moving Objects,grading-equipment,loader,being used to grade
201044427,Struck By Moving Objects,grading-equipment,loader,running in reverse
201044427,Struck By Moving Objects,grading-equipment,loader,measuring an area on
200644748,Struck By Moving Objects,no_object,coworker,surveying out a fence
200644748,Struck By Moving Objects,no_object,coworker,crossing the drainage ditch
200644748,Struck By Moving Objects,no_object,coworker,paralleling a block top
200823904,Falls,cofferdam,coworker,wearing fall protection
200823904,Falls,cofferdam,coworker,positioning himself to assist
200102697,Struck By Moving Objects,truck,driver,installing a surveyor s
200102697,Struck By Moving Objects,truck,driver,kneeling down in from
200102697,Struck By Moving Objects,truck,driver,building a deicing pad
200102697,Struck By Moving Objects,truck,driver,working at the akron
201108404,Struck By Moving Objects,sustain,dealer,being hospitalized
201108404,Struck By Moving Objects,sustain,dealer,surveying party member
201108404,Struck By Moving Objects,sustain,dealer,surveying to locate a
202468617,Falls,ceiling,supervisor,covering on tbar
202468617,Falls,ceiling,supervisor,ceiling and he fell
202468617,Falls,ceiling,supervisor,going to the back
202468617,Falls,ceiling,supervisor,working a an insulation
200082261,Struck By Moving Objects,loader,loader,facing the bucket
200082261,Struck By Moving Objects,loader,loader,walking with a slowmoving
201503810,Falls,plaster,coworker,cutting the suspension wire
200822005,Falls,no_object,no_occupation,sheeting for containment purpose
200822005,Falls,no_object,no_occupation,hanging poly sheeting for
200822005,Falls,no_object,no_occupation,working on a catwalk
200150753,Struck By Moving Objects,ceiling,foreman,demolishing the interior of
201632668,Caught in/between Objects,lighting-circuit,electrician,working in a suspended
112895081,Falls,ceiling,coworker,opening through the ceiling
112895081,Falls,ceiling,coworker,accessing the opening through
112895081,Falls,ceiling,coworker,opening
112895081,Falls,ceiling,coworker,reaching the equipment below
112895081,Falls,ceiling,coworker,proofing from reaching the
112895081,Falls,ceiling,coworker,opening to be closed
112895081,Falls,ceiling,coworker,attempting to reach an
202673265,Caught in/between Objects,no_object,welder,cutting the edge of
200999274,Struck By Moving Objects,crane,contractor,working on the roof
200999274,Struck By Moving Objects,crane,contractor,doing demolition work at
200054161,Caught in/between Objects,no_object,coworker,striking him
200054161,Caught in/between Objects,no_object,coworker,attempting to stabilize the
202329322,Falls,suspension-strand,no_occupation,using a jameson safstic
201404472,Caught in/between Objects,overhead,no_occupation,using a chain hoist
201404472,Caught in/between Objects,overhead,no_occupation,relocating a communication line
200031060,Falls,suspension-scaffold,coworker,using any form of
201404381,Falls,lifeline,no_occupation,working from a swingstage
14411326,Electrocution,power-line,conductor,insulating glove wa electrocuted
14411326,Electrocution,power-line,conductor,wearing rubber insulating glove
14411326,Electrocution,power-line,conductor,installing a bracket for
14411326,Electrocution,power-line,conductor,working from on a
14411326,Electrocution,power-line,conductor,holding 6millimeterdiameter galvanized steel
200850899,Falls,suspension-rope,foreman,wearing a safety harness
200850899,Falls,suspension-rope,foreman,examining the brick on
201400868,Caught in/between Objects,no_object,conductor,installing cable suspension strand
723387,Falls,scaffold,no_occupation,painting an elevated rail
597500,Struck By Moving Objects,vehicle,worker,holding the strand a
597500,Struck By Moving Objects,vehicle,worker,sagging down over the
597500,Struck By Moving Objects,vehicle,worker,working from an aerial
170394068,Electrocution,power-line,no_occupation,wearing cotton glove wa
170394068,Electrocution,power-line,no_occupation,stringing a 0
674408,Struck By Moving Objects,no_object,driver,using a kari mud
674408,Struck By Moving Objects,no_object,driver,pulling leader line over
201859717,Caught in/between Objects,pond,homeowner,growing along the perimeter
201859717,Caught in/between Objects,pond,homeowner,removing undesirable grass and
201262250,Caught in/between Objects,no_object,no_occupation,working employee 1
201262250,Caught in/between Objects,no_object,no_occupation,repairing drywall in the
200676245,Caught in/between Objects,no_object,no_occupation,working for a roofing
200553451,Other,bridge-section,no_occupation,working on a bridge
201955523,Struck By Moving Objects,flush,no_occupation,entering an electrical switch
201521234,Struck By Moving Objects,no_object,contractor,closing the door of
201521234,Struck By Moving Objects,no_object,contractor,working that day wa
200840320,Struck By Moving Objects,no_object,journeyman,insulating glove with leather
200840320,Struck By Moving Objects,no_object,journeyman,wearing class 1 rubber
200840320,Struck By Moving Objects,no_object,journeyman,making the modification
200840320,Struck By Moving Objects,no_object,journeyman,existing main 480volt switchboard
200840320,Struck By Moving Objects,no_object,journeyman,modifying the existing main
200840320,Struck By Moving Objects,no_object,journeyman,making the modification
200840320,Struck By Moving Objects,no_object,journeyman,observing from a distance
170748610,Struck By Moving Objects,no_object,contractor,removing a 225ampere circuit
170748610,Struck By Moving Objects,no_object,contractor,kneeling to his left
170748610,Struck By Moving Objects,no_object,contractor,kneeling in front of
170748610,Struck By Moving Objects,no_object,contractor,performing the task kneeling
170053284,Struck By Moving Objects,no_object,no_occupation,repairing a 480volt switchboard
568428,Electrocution,power-line,conductor,pulling a 5000volt shielded
568428,Electrocution,power-line,conductor,existing switch
568428,Electrocution,power-line,conductor,going to connect a
568428,Electrocution,power-line,conductor,working on a switchboard
170696181,Struck By Moving Objects,no_object,breaker,ensuing electric arc
170696181,Struck By Moving Objects,no_object,breaker,wearing electrical protective equipment
170696181,Struck By Moving Objects,no_object,breaker,installing a circuit breaker
170606248,Electrocution,power-line,conductor,replacing a 5kilovoltampere 480120volt
170606248,Electrocution,power-line,conductor,performing work on a
201859295,Struck By Moving Objects,arc-blast,multimeter,using a fluke multimeter
201039666,Caught in/between Objects,switchgear-box,coworker,passing control wire from
201039666,Caught in/between Objects,switchgear-box,coworker,working on the backside
201039666,Caught in/between Objects,switchgear-box,coworker,working at the warren
201262094,Struck By Moving Objects,arc-flash,journeyman,standing outside the flash
201262094,Struck By Moving Objects,arc-flash,journeyman,investigating the accident and
201262094,Struck By Moving Objects,arc-flash,journeyman,cleaning a switch gear
171018120,Electrocution,power-line,journeyman,setting up a grounding
171018120,Electrocution,power-line,journeyman,working on a deenergized
170336358,Electrocution,power-line,no_occupation,repairing a telephone cable
170336358,Electrocution,power-line,no_occupation,working from the bucket
14419980,Electrocution,power-line,plumber,wiring
14419980,Electrocution,power-line,plumber,using a pipe wrench
170719710,Electrocution,power-line,conductor,molding the wire to
170719710,Electrocution,power-line,conductor,grounding an electrical enclosure
890475,Electrocution,power-line,contractor,sitting on top of
890475,Electrocution,power-line,contractor,working he received an
890475,Electrocution,power-line,contractor,assembling a gas pipe
890475,Electrocution,power-line,contractor,working from a 6foothigh
170194138,Electrocution,power-line,contractor,missing
170194138,Electrocution,power-line,contractor,crawling under the trailer
170194138,Electrocution,power-line,contractor,piping
170194138,Electrocution,power-line,contractor,receiving electric shock from
800243,Electrocution,power-line,opticalfiber,supporting a 230kilovolt overhead
800243,Electrocution,power-line,opticalfiber,installing opticalfiber cable between
800243,Electrocution,power-line,opticalfiber,lowering the cable a
202545091,Caught in/between Objects,saw,carpenter,working in the kitchen
202545091,Caught in/between Objects,saw,carpenter,working alone
202545091,Caught in/between Objects,saw,carpenter,cutting 2 in
202545091,Caught in/between Objects,saw,carpenter,cutting plywood on a
202545091,Caught in/between Objects,saw,carpenter,working for a contractor
201504354,Caught in/between Objects,tag,no_occupation,attending a tagline to
201504354,Caught in/between Objects,tag,no_occupation,coiling a 0
201181443,Caught in/between Objects,finger,coworker,working from the scaffolding
201181443,Caught in/between Objects,finger,coworker,working on the ground
201181443,Caught in/between Objects,finger,coworker,passing the angle through
201181443,Caught in/between Objects,finger,coworker,hoisting the angle between
201181443,Caught in/between Objects,finger,coworker,using scaffolding on the
201181443,Caught in/between Objects,finger,coworker,using an electric winch
201181443,Caught in/between Objects,finger,coworker,hoisting steel angle using
201181443,Caught in/between Objects,finger,coworker,being used to control
305028011,Caught in/between Objects,pipe,no_occupation,killing him
305028011,Caught in/between Objects,pipe,no_occupation,crushing employee 1
305028011,Caught in/between Objects,pipe,no_occupation,remaining pipe shifted and
305028011,Caught in/between Objects,pipe,no_occupation,being loaded the remaining
305028011,Caught in/between Objects,pipe,no_occupation,holding a pipe tagline
201502218,Falls,no_object,no_occupation,weighing about 2500 pound
201502218,Falls,no_object,no_occupation,hoisting a load of
201502218,Falls,no_object,no_occupation,bolting up steel beam
201502218,Falls,no_object,no_occupation,working on a bolt
201082765,Struck By Moving Objects,crane,worker,controlling the crane so
201082765,Struck By Moving Objects,crane,worker,maneuvering it into position
201082765,Struck By Moving Objects,crane,worker,stabilizing a precast concrete
812685,Falls,unit,digger,holding tag guide line
812685,Falls,unit,digger,installing a traffic signal
812685,Falls,unit,digger,holding tag guide line
812685,Falls,unit,digger,using the boom of
812685,Falls,unit,digger,installing a traffic signal
200551505,Caught in/between Objects,embolism,coworker,being used to help
200551505,Caught in/between Objects,embolism,coworker,using a john deere
200551505,Caught in/between Objects,embolism,coworker,being manually maneuvered by
200551505,Caught in/between Objects,embolism,coworker,installing length of 54
200850865,Falls,no_object,no_occupation,guiding the load down
200850865,Falls,no_object,no_occupation,using any form of
200850865,Falls,no_object,no_occupation,guiding the load down
200850865,Falls,no_object,no_occupation,using a hoist to
948786,Falls,beam,foreman,helping the foreman rig
202587390,Struck By Moving Objects,truck-tailgate,driver,resulting in the amputation
202587390,Struck By Moving Objects,truck-tailgate,driver,opening the tailgate of
170784201,Struck By Moving Objects,truck-tailgate,no_occupation,closing the tailgate of
202492831,Caught in/between Objects,truck-tailgate,laborer,resulting in a laceration
202492831,Caught in/between Objects,truck-tailgate,laborer,pulling on a dump
201562634,Struck By Moving Objects,no_object,owner,looking inside the bed
201562634,Struck By Moving Objects,no_object,owner,crushing injury at a
14232094,Struck By Moving Objects,tandem,no_occupation,hauling asphalt and killed
14543813,Struck By Moving Objects,rear-tandem,no_occupation,being setup on a
14424352,Falls,steel-erection,no_occupation,erecting lightweight steel i
14424352,Falls,steel-erection,no_occupation,booming away from the
14424352,Falls,steel-erection,no_occupation,placing the sling into
202477188,Falls,no_object,driver,including bruised left rib
202477188,Falls,no_object,driver,holding
202477188,Falls,no_object,driver,remaining liquid inside the
202477188,Falls,no_object,driver,following day
202477188,Falls,no_object,driver,filling a 2 000gallon
202477188,Falls,no_object,driver,paving machine
202477188,Falls,no_object,driver,repaving road
202477188,Falls,no_object,driver,working at a facility
200910578,Struck By Moving Objects,no_object,no_occupation,moving vehicle
200910578,Struck By Moving Objects,no_object,no_occupation,installing telecommunication cable near
201077021,Caught in/between Objects,no_object,worker,leading to the ridge
201077021,Caught in/between Objects,no_object,worker,driving and the employee
201077021,Caught in/between Objects,no_object,worker,leading to the ridge
201077021,Caught in/between Objects,no_object,worker,driving and the employee
201077021,Caught in/between Objects,no_object,worker,stringing telephone line on
201077021,Caught in/between Objects,no_object,worker,driving a fourwheel drive
201077021,Caught in/between Objects,no_object,worker,working a a telecommunication
201076668,Caught in/between Objects,no_object,coworker,falling down the hill
201076668,Caught in/between Objects,no_object,coworker,weighing approximately 100 pound
201076668,Caught in/between Objects,no_object,coworker,measuring approximately 6 foot
201076668,Caught in/between Objects,no_object,coworker,using a metal dolly
201076668,Caught in/between Objects,no_object,coworker,working for their employer
202362190,Falls,no_object,carpenter,standing
202362190,Falls,no_object,carpenter,removing the temporary floor
202346516,Falls,no_object,no_occupation,opening between the first
202346516,Falls,no_object,no_occupation,covering part of the
202346516,Falls,no_object,no_occupation,opening for a stairway
202346516,Falls,no_object,no_occupation,climbing down from the
14269260,Falls,no_object,no_occupation,being used a a
14269260,Falls,no_object,no_occupation,dismantling 2in
200811008,Falls,no_object,ulcer,taping drywall firebreak
201790805,Falls,no_object,no_occupation,working with another employee
170250591,Falls,bridge,carpenter,placing form panel
170250591,Falls,bridge,carpenter,wearing a full body
768010,Falls,plywood-walkway,no_occupation,being stacked on an
768010,Falls,plywood-walkway,no_occupation,removing flooring from a
14211189,Electrocution,power-line,no_occupation,disconnecting temporary lighting fixture
201184447,Falls,sheetrock,no_occupation,existing conduit pipe and
201184447,Falls,sheetrock,no_occupation,caulking to existing conduit
201184447,Falls,sheetrock,no_occupation,applying fire caulking to
201770161,Electrocution,power-line,no_occupation,welding machine
201770161,Electrocution,power-line,no_occupation,supplying a threephase 480volt
201770161,Electrocution,power-line,no_occupation,using a hoist to
201186715,Struck By Moving Objects,no_object,no_occupation,using kicked back and
1004423,Caught in/between Objects,tree,supervisor,flying into the air
1004423,Caught in/between Objects,tree,supervisor,sending the employee flying
1004423,Caught in/between Objects,tree,supervisor,freeing the cable and
1004423,Caught in/between Objects,tree,supervisor,holding the chain and
1004423,Caught in/between Objects,tree,supervisor,removing a tree along
756429,Falls,lift,worker,standing on the floor
756429,Falls,lift,worker,using fallarrest equipment and
756429,Falls,lift,worker,using a crane horsehead
756429,Falls,lift,worker,rigging designed for clipping
756429,Falls,lift,worker,using the rigging designed
14483176,Caught in/between Objects,tension,no_occupation,pulling the line with
14483176,Caught in/between Objects,tension,no_occupation,existing overhead static line
14483176,Caught in/between Objects,tension,no_occupation,pulling an existing overhead
200332211,Falls,bridge,no_occupation,blowing between 20 to
200332211,Falls,bridge,no_occupation,nailing the fabric down
200332211,Falls,bridge,no_occupation,bending over nailing the
200332211,Falls,bridge,no_occupation,being placed over the
200332211,Falls,bridge,no_occupation,placing a fabric on
201078631,Falls,drywall,no_occupation,balancing the drywall on
201078631,Falls,drywall,no_occupation,moving sheet of drywall
201078631,Falls,drywall,no_occupation,rolling the cart down
201078631,Falls,drywall,no_occupation,rolling about ten sheet
202655429,Falls,no_object,contractor,consisting of four separate
202655429,Falls,no_object,contractor,working at the rear
202492922,Caught in/between Objects,insulation,contractor,working for his employer
202488284,Falls,no_object,no_occupation,sticking together
202488284,Falls,no_object,no_occupation,laying out insulation on
202488284,Falls,no_object,no_occupation,walking backwards while laying
202488284,Falls,no_object,no_occupation,preparing a rooftop for
200677524,Falls,no_object,no_occupation,going over the roof
200677524,Falls,no_object,no_occupation,being used to block
200677524,Falls,no_object,no_occupation,holding a 4ft x
200677524,Falls,no_object,no_occupation,coating on the roof
200677524,Falls,no_object,no_occupation,spraying a foam coating
200677524,Falls,no_object,no_occupation,working with coworkers spraying
200677524,Falls,no_object,no_occupation,working on the flat
200784569,Struck By Moving Objects,insulation-installer,no_occupation,insulating the interior of
200784569,Struck By Moving Objects,insulation-installer,no_occupation,taking a break
200775161,Falls,no_object,plumber,installing insulation and a
200775161,Falls,no_object,plumber,moving material and equipment
201021557,Falls,no_object,worker,installing insulation on a
201694163,Caught in/between Objects,tar,miller,filling a mobile container
14406763,Struck By Moving Objects,fire,no_occupation,resulting fire and suffered
14406763,Struck By Moving Objects,fire,no_occupation,using lacquer thinner a
202478194,Caught in/between Objects,machine,contractor,rotating in order to
202478194,Caught in/between Objects,machine,contractor,working for his employer
202446944,Caught in/between Objects,machine,fabricator,threading machine to thread
202446944,Caught in/between Objects,machine,fabricator,operating a landis 6c
201797842,Struck By Moving Objects,no_object,threader,resulting in laceration and
201797842,Struck By Moving Objects,no_object,threader,wrapping plastic tape on
120124979,Caught in/between Objects,pipe-threader,plumber,tightening an attachment onto
120124979,Caught in/between Objects,pipe-threader,plumber,working on the installation
201074499,Falls,ladder,no_occupation,reroofing a multifamily residential
123273211,Electrocution,power-line,conductor,working from a utility
123273211,Electrocution,power-line,conductor,putting tension on the
123273211,Electrocution,power-line,conductor,insulating glove
123273211,Electrocution,power-line,conductor,wearing rubber insulating glove
123273211,Electrocution,power-line,conductor,tying down a 7200volt
200960094,Falls,section,no_occupation,being used a the
200960094,Falls,section,no_occupation,unrolling roll of the
200960094,Falls,section,no_occupation,falling approximately 25 ft
200960094,Falls,section,no_occupation,causing the section under
200960094,Falls,section,no_occupation,holding a section of
200960094,Falls,section,no_occupation,reaching with his left
200960094,Falls,section,no_occupation,working on a scaffold
170161046,Falls,stepladder,no_occupation,descending an 8 ft
14500425,Collapse of object,no_object,no_occupation,resulting stress wa too
200220382,Falls,no_object,no_occupation,preparing to receive a
200220382,Falls,no_object,no_occupation,loading section of the
200220382,Falls,no_object,no_occupation,scaffolding approximately 40 foot
202023743,Falls,lift,subcontractor,wearing a fall arrest
202023743,Falls,lift,subcontractor,having a seizure when
202023743,Falls,lift,subcontractor,having had three of
202023743,Falls,lift,subcontractor,having problem with seizure
202023743,Falls,lift,subcontractor,making any noise
202023743,Falls,lift,subcontractor,yelling or making any
202023743,Falls,lift,subcontractor,wiping off his face
202023743,Falls,lift,subcontractor,walking near the lift
202023743,Falls,lift,subcontractor,working from a boom
202023743,Falls,lift,subcontractor,performing some exterior painting
200533008,Falls,bridge,no_occupation,wearing fall protection
200604197,Falls,tree,no_occupation,installing christmas light in
200332070,Falls,no_object,no_occupation,wearing a full body
200332070,Falls,no_object,no_occupation,opening
200332070,Falls,no_object,no_occupation,unloading material from a
202448882,Falls,turbine,no_occupation,disassembling a wind turbine
170585616,Caught in/between Objects,rototiller-blade,laborer,connecting one of the
170585616,Caught in/between Objects,rototiller-blade,laborer,running but the powertakeoff
170585616,Caught in/between Objects,rototiller-blade,laborer,connecting a rototiller attachment
201361953,Struck By Moving Objects,pole,digger,remaining on the trailer
201361953,Struck By Moving Objects,pole,digger,unloading 47 55foot long
201077880,Struck By Moving Objects,sissor-lift,no_occupation,opening to the floor
201077880,Struck By Moving Objects,sissor-lift,no_occupation,ejecting employee 1
201077880,Struck By Moving Objects,sissor-lift,no_occupation,using a torch to
201077880,Struck By Moving Objects,sissor-lift,no_occupation,dismantling
201077880,Struck By Moving Objects,sissor-lift,no_occupation,working from wa struck
202081345,Struck By Moving Objects,contusion,no_occupation,welding on the interior
202081345,Struck By Moving Objects,contusion,no_occupation,welding operation
200643922,Struck By Moving Objects,highway,sevenman,being towed in the
200643922,Struck By Moving Objects,highway,sevenman,installing a cable guardrail
200643922,Struck By Moving Objects,highway,sevenman,being done on a
200554699,Struck By Moving Objects,gas-pipeline,no_occupation,pushing two construction barge
200554699,Struck By Moving Objects,gas-pipeline,no_occupation,pushing two construction barge
201204864,Caught in/between Objects,equipment,contractor,rolling down the line
200626455,Falls,no_object,no_occupation,piping to a tower
200626455,Falls,no_object,no_occupation,performing blind installation activity
202342101,Caught in/between Objects,crane,no_occupation,collapsing crane
202342101,Caught in/between Objects,crane,no_occupation,breaking free the positioning
202342101,Caught in/between Objects,crane,no_occupation,striking and breaking free
202342101,Caught in/between Objects,crane,no_occupation,being pinned to a
202342101,Caught in/between Objects,crane,no_occupation,jumping the crane
202342101,Caught in/between Objects,crane,no_occupation,adding section to the
202342101,Caught in/between Objects,crane,no_occupation,working from the eighteenth
202342093,Struck By Moving Objects,tower-crane,no_occupation,breaking free the positioning
202342093,Struck By Moving Objects,tower-crane,no_occupation,striking and breaking free
202342093,Struck By Moving Objects,tower-crane,no_occupation,preparing to pin a
202342093,Struck By Moving Objects,tower-crane,no_occupation,jumping the crane
202342093,Struck By Moving Objects,tower-crane,no_occupation,working from the crane
201169851,Falls,crane,journeyman,sling configuration
201169851,Falls,crane,journeyman,helping ready a tower
201169851,Falls,crane,journeyman,operating the radio that
201169851,Falls,crane,journeyman,sling configuration
201169851,Falls,crane,journeyman,resting on two 4by4s
201169851,Falls,crane,journeyman,working at the site
200514297,Struck By Moving Objects,tower-crane,no_occupation,walking andor crouching on
200514297,Struck By Moving Objects,tower-crane,no_occupation,installing a second transfer
125529651,Caught in/between Objects,no_object,no_occupation,erecting a liebherr 550
125529651,Caught in/between Objects,no_object,no_occupation,fracturing his middle finger
125529651,Caught in/between Objects,no_object,no_occupation,falling section fracturing his
200170694,Struck By Moving Objects,crane-climber,climber,working at approximately 100
202340675,Falls,tower-crane,no_occupation,wearing a fall protection
201561073,Struck By Moving Objects,tower-crane,coworker,taking off the house
201561073,Struck By Moving Objects,tower-crane,coworker,disassembling a tower crane
201561073,Struck By Moving Objects,tower-crane,coworker,wearing a harness and
200352847,Caught in/between Objects,tower,coworker,constructing a 500 000gallon
200201887,Falls,crane,no_occupation,disconnecting the tension on
200201887,Falls,crane,no_occupation,dismantling the jib
200201887,Falls,crane,no_occupation,wearing a harness with
200201887,Falls,crane,no_occupation,disconnecting the tension on
201163078,Falls,no_object,no_occupation,wearing any fall protection
201163078,Falls,no_object,no_occupation,waiting for the trash
201163078,Falls,no_object,no_occupation,waiting for the trash
201163078,Falls,no_object,no_occupation,conducting an inspection of
171059868,Struck By Moving Objects,crane,signalman,calling by radio for
171059868,Struck By Moving Objects,crane,signalman,leaving employee 1
171059868,Struck By Moving Objects,crane,signalman,pushing the block away
171059868,Struck By Moving Objects,crane,signalman,using a fullbody harness
171059868,Struck By Moving Objects,crane,signalman,placing a precast concrete
171059868,Struck By Moving Objects,crane,signalman,damaging the edge of
170356752,Falls,heart-attack,no_occupation,monitoring
170356752,Falls,heart-attack,no_occupation,contaminating the tank water
200358455,Struck By Moving Objects,site,no_occupation,preparing for a lane
201562717,Struck By Moving Objects,dump-truck,driver,removing the barrel from
201562717,Struck By Moving Objects,dump-truck,driver,wearing a highvisibility vest
201562717,Struck By Moving Objects,dump-truck,driver,walking west across the
201562717,Struck By Moving Objects,dump-truck,driver,being conducted in the
201562717,Struck By Moving Objects,dump-truck,driver,removing temporary traffic control
201282969,Struck By Moving Objects,vehicle,no_occupation,traveling north and died
202360038,Struck By Moving Objects,school-bus,no_occupation,traveling through work zone
202360038,Struck By Moving Objects,school-bus,no_occupation,helping to remove orange
202360038,Struck By Moving Objects,school-bus,no_occupation,working on a road
201352697,Struck By Moving Objects,tractor,supervisor,going to place in
201352697,Struck By Moving Objects,tractor,supervisor,occurring on and in
201352697,Struck By Moving Objects,tractor,supervisor,going to place in
201352697,Struck By Moving Objects,tractor,supervisor,flashing amber and white
201352697,Struck By Moving Objects,tractor,supervisor,occurring on and in
109335042,Struck By Moving Objects,airport-runway,engineer,marking location for runway
109335042,Struck By Moving Objects,airport-runway,engineer,pushing down blueprint on
109335042,Struck By Moving Objects,airport-runway,engineer,adjusting the radio and
109335042,Struck By Moving Objects,airport-runway,engineer,returning from the office
109335042,Struck By Moving Objects,airport-runway,engineer,driving a truck had
201271640,Struck By Moving Objects,zone,flagman,holding a stopslow sign
201271640,Struck By Moving Objects,zone,flagman,wearing a hard hat
201271640,Struck By Moving Objects,zone,flagman,traveling southeast on walnut
201271640,Struck By Moving Objects,zone,flagman,performing flagman duty wa
170387385,Caught in/between Objects,coworker,merger,completing a right lane
170387385,Caught in/between Objects,coworker,merger,killing him
170387385,Caught in/between Objects,coworker,merger,coming westbound down the
170387385,Caught in/between Objects,coworker,merger,unhooking the lit arrow
200022655,Struck By Moving Objects,car,driver,installing sign and a
200022655,Struck By Moving Objects,car,driver,merging onto the highway
200900876,Struck By Moving Objects,tractor,worker,using the center lane
201281029,Struck By Moving Objects,vehicle,no_occupation,traveling west bound
201281029,Struck By Moving Objects,vehicle,no_occupation,oncoming vehicle traveling west
201281029,Struck By Moving Objects,vehicle,no_occupation,setting them down on
201281029,Struck By Moving Objects,vehicle,no_occupation,picking up cone from
201281029,Struck By Moving Objects,vehicle,no_occupation,moving east bound
201281029,Struck By Moving Objects,vehicle,no_occupation,striping machine moving east
201281029,Struck By Moving Objects,vehicle,no_occupation,riding the rear platform
201403219,Struck By Moving Objects,no_object,driver,picking up traffic cone
201403219,Struck By Moving Objects,no_object,driver,driving a pickup truck
201360567,Struck By Moving Objects,vehicle,driver,separating the lane of
201360567,Struck By Moving Objects,vehicle,driver,removing excess rock from
201360567,Struck By Moving Objects,vehicle,driver,grading and removing excess
200626703,Struck By Moving Objects,vehicle,driver,installing reflector on the
200626703,Struck By Moving Objects,vehicle,driver,traveling north on the
200922862,Struck By Moving Objects,vehicle,contractor,driving a mack tractor
200922862,Struck By Moving Objects,vehicle,contractor,working a a superintendent
202654513,Caught in/between Objects,trailer,supervisor,suffering from fracture and
202654513,Caught in/between Objects,trailer,supervisor,preparing to connect the
202654513,Caught in/between Objects,trailer,supervisor,preparing to connect a
200626323,Falls,no_object,no_occupation,working on the roof
200626323,Falls,no_object,no_occupation,working on a residential
202476800,Struck By Moving Objects,trailer,no_occupation,assisting in attaching a
200677649,Falls,no_object,no_occupation,securing an equipment trailer
14346027,Falls,elevator-shaft,no_occupation,travelling along a narrow
202005484,Struck By Moving Objects,conductor,conductor,installing new hinge on
202494126,Electrocution,power-line,no_occupation,working on a 4160volt
201283298,Struck By Moving Objects,no_object,no_occupation,pulling a wire into
200530921,Caught in/between Objects,transformer-cabinet,no_occupation,removing an electric cooling
202491429,Falls,tower,worker,operating the winch and
202491429,Falls,tower,worker,using a winch line
202491429,Falls,tower,worker,removing conductor from a
202468559,Caught in/between Objects,poll,foreman,removing high voltage transmission
200651628,Caught in/between Objects,transmission-tower,foreman,existing line
200651628,Caught in/between Objects,transmission-tower,foreman,existing line until given
200651628,Caught in/between Objects,transmission-tower,foreman,working on the live
200651628,Caught in/between Objects,transmission-tower,foreman,existing energized section
200651628,Caught in/between Objects,transmission-tower,foreman,nearing completion of a
200651628,Caught in/between Objects,transmission-tower,foreman,wearing a hard hat
200651628,Caught in/between Objects,transmission-tower,foreman,existing line until given
200651628,Caught in/between Objects,transmission-tower,foreman,working on the live
200651628,Caught in/between Objects,transmission-tower,foreman,going out to look
200651628,Caught in/between Objects,transmission-tower,foreman,working on the new
200651628,Caught in/between Objects,transmission-tower,foreman,existing section received direction
200651628,Caught in/between Objects,transmission-tower,foreman,dropping the line for
200651628,Caught in/between Objects,transmission-tower,foreman,existing energized section
201858750,Falls,transmission-tower,no_occupation,bolting an electric power
200513539,Caught in/between Objects,no_object,foreman,including employee 1
200513539,Caught in/between Objects,no_object,foreman,using a hot stick
200513539,Caught in/between Objects,no_object,foreman,installing a new static
200673465,Falls,transmission-tower,no_occupation,wearing a body harness
200673465,Falls,transmission-tower,no_occupation,preparing to install the
200673465,Falls,transmission-tower,no_occupation,climbing a transmission tower
200512713,Caught in/between Objects,elevator,painter,painting a broadcast tower
200512713,Caught in/between Objects,elevator,painter,crushing injury to the
200512713,Caught in/between Objects,elevator,painter,going to send the
200512713,Caught in/between Objects,elevator,painter,painting when the coworker
200020238,Electrocution,power-line,conductor,painting a railway conductor
201076155,Caught in/between Objects,no_object,coworker,being used a a
201076155,Caught in/between Objects,no_object,coworker,adjusting nylon strap that
201076155,Caught in/between Objects,no_object,coworker,being used to lift
201076155,Caught in/between Objects,no_object,coworker,being used a a
201076155,Caught in/between Objects,no_object,coworker,adjusting nylon strap that
201076155,Caught in/between Objects,no_object,coworker,working with a coworker
202345021,Struck By Moving Objects,excavator,excavator,cutting the tree unknown
202345021,Struck By Moving Objects,excavator,excavator,removing downed palm tree
201180858,Caught in/between Objects,tree-stump,laborer,using a chain saw
200776581,Collapse of object,no_object,no_occupation,installing new drainage pipe
200776581,Collapse of object,no_object,no_occupation,working in a trench
